date,open,high,low,close,volume,turn
2013-12-10,2456.23,2466.65,2444.53,2453.32,66941424,61236727808
2013-12-11,2440.5,2440.5,2400.74,2412.76,68075144,62808850432
2013-12-12,2406.77,2423.31,2402.77,2410.02,50147720,47481446400
2013-12-13,2388.65,2416.26,2386.25,2406.63,51501196,47583526912
2013-12-16,2408.67,2412.73,2367.42,2367.91,64581672,62107893760
2013-12-17,2369.26,2373.29,2351.17,2356.37,48483888,46306074624
2013-12-18,2356.7,2368.58,2350.45,2357.23,40015208,39675269120
2013-12-19,2366.2,2370.99,2331.18,2332.4,48095680,45148868608
2013-12-20,2335.05,2338.87,2278.1,2278.13,65204208,60862128128
2013-12-23,2283.8,2295.76,2259.57,2284.6,45580284,44415344640
2013-12-24,2291.12,2312.83,2270.24,2288.25,45599168,45173190656
2013-12-25,2291.75,2305.61,2281.6,2305.11,44005328,41202982912
2013-12-26,2299.97,2301.49,2263.91,2265.33,51497564,48603013120
2013-12-27,2268.53,2315.17,2264.38,2303.48,53389156,51197947904
2013-12-30,2313.37,2316.62,2295.63,2299.46,48414308,46156443648
2013-12-31,2289.01,2333.07,2287.12,2330.03,56631072,57026486272
2014-1-2,2323.42,2325.99,2310.64,2321.98,45194292,49012211712
2014-1-3,2311.97,2314.84,2280.88,2290.78,59782644,57739710464
2014-1-6,2286.37,2286.37,2229.33,2238.63,66300404,59979358208
2014-1-7,2222.31,2246.79,2218.64,2238,43753104,42565648384
2014-1-8,2240.63,2262.58,2228.41,2241.9,51348852,50691489792
2014-1-9,2236.97,2258.88,2220.8,2222.22,55987040,54399492096
2014-1-10,2216.52,2224.49,2200.22,2204.85,54169292,47572307968
2014-1-13,2207,2222.07,2183.6,2193.67,50122772,46123003904
2014-1-14,2192.84,2214.12,2179.9,2212.85,54049948,46785101824
2014-1-15,2210.02,2215.89,2193.8,2208.93,48962392,45755916288
2014-1-16,2209.45,2227.26,2201.56,2211.84,52298900,49842782208
2014-1-17,2203.82,2205.97,2175.87,2178.49,50273156,46268157952
2014-1-20,2173.64,2182.46,2156.46,2165.99,40560152,39157227520
2014-1-21,2168.41,2197.91,2168.41,2187.4,40306248,38590992384
2014-1-22,2190.42,2244.12,2187.53,2243.8,70641376,64803356672
2014-1-23,2242.24,2248.91,2228.06,2231.88,56345952,55726415872
2014-1-24,2225.76,2257.36,2222.88,2245.67,61167668,59563446272
2014-1-27,2233.01,2233.23,2211.8,2215.91,70344248,63503990784
2014-1-28,2220.78,2233.26,2205.97,2219.86,53269128,49408753664
2014-1-29,2225.71,2233.06,2219.92,2227.78,50222716,48788684800
2014-1-30,2223.15,2223.15,2200.22,2202.45,43632304,43475959808
2014-2-7,2187.34,2212.5,2177.12,2212.48,50459312,49597108224
2014-2-10,2221.54,2270.18,2221.54,2267.53,83065712,81103241216
2014-2-11,2267.74,2296.52,2262.6,2285.56,99229824,92688965632
2014-2-12,2286.18,2294.32,2276.43,2291.25,76592160,73487376384
2014-2-13,2288.45,2307.47,2278.26,2279.55,96217792,87352123392
2014-2-14,2278.39,2295.85,2274.42,2295.57,67082996,64613326848
2014-2-17,2308.79,2315.58,2293.55,2311.64,87831664,86871351296
2014-2-18,2310.31,2310.31,2276.11,2282.43,87049744,88107270144
2014-2-19,2280.92,2317.41,2274.14,2308.65,99352560,88341897216
2014-2-20,2314.09,2331.7,2286.2,2287.43,106439536,91771592704
2014-2-21,2284.03,2287.87,2250.64,2264.29,76368992,69908185088
2014-2-24,2246.72,2246.72,2194.15,2214.51,89215936,79599149056
2014-2-25,2216.51,2225.21,2150.09,2157.9,93237552,88306573312
2014-2-26,2147.74,2164.7,2137.08,2163.39,77993296,68640579584
2014-2-27,2170.81,2180.06,2150.13,2154.11,90104296,81588002816
2014-2-28,2149.45,2180.47,2133.55,2178.97,76668056,70216802304
2014-3-3,2173.9,2194.22,2167.9,2190.37,82072312,69408743424
2014-3-4,2183.86,2188.6,2161.59,2184.27,73069248,64691437568
2014-3-5,2187.35,2189.09,2159.59,2163.98,61332016,55669678080
2014-3-6,2159.39,2181.42,2136.45,2173.62,69093768,61495025664
2014-3-7,2170.04,2189.38,2161.43,2168.36,64265176,58693177344
2014-3-10,2149.67,2149.67,2095.07,2097.79,71416408,63086411776
2014-3-11,2092.61,2118.79,2088.73,2108.65,57621244,53075783680
2014-3-12,2102.8,2130.59,2090.76,2114.12,70069744,60115238912
2014-3-13,2119.55,2149.43,2115.99,2140.33,69226032,59163095040
2014-3-14,2129.87,2140.37,2109.57,2122.84,58617736,49805246464
2014-3-17,2132.79,2143.2,2118.95,2143.04,52409444,47571288064
2014-3-18,2146.12,2152.46,2134.91,2138.12,55354132,54188441600
2014-3-19,2131.28,2131.28,2101.29,2120.87,59303904,55283945472
2014-3-20,2116.18,2134.79,2086.5,2086.97,67631288,58951602176
2014-3-21,2079.87,2163.23,2077.76,2158.8,104024808,83560513536
2014-3-24,2161.89,2186.73,2150.87,2176.55,104491984,81203912704
2014-3-25,2170.78,2191.49,2164.66,2174.43,86877512,67548475392
2014-3-26,2181.23,2186.08,2165.22,2171.05,58276176,50116022272
2014-3-27,2168.34,2186.88,2146.91,2155.71,71275128,62175858688
2014-3-28,2154.51,2172.66,2144.58,2151.96,70086072,60123340800
2014-3-31,2156.05,2165.25,2134.41,2146.3,55457488,48105021440
2014-4-1,2143.72,2170.1,2141.14,2163.11,48866404,43659063296
2014-4-2,2166.07,2182.67,2164.01,2180.73,65039256,56777150464
2014-4-3,2188.63,2196.13,2160.75,2165.01,71536032,57708859392
2014-4-4,2157.98,2186.14,2155.28,2185.47,47945888,43912626176
2014-4-8,2179.91,2243.97,2178.89,2237.32,97219120,85692891136
2014-4-9,2239.79,2246.79,2228.99,2238.62,66357268,61178630144
2014-4-10,2241.45,2290.74,2229.51,2273.76,114545408,1.02E+11
2014-4-11,2269.56,2281.1,2261.12,2270.66,90615896,86154854400
2014-4-14,2267.93,2275.83,2255.46,2268.61,62265000,60254150656
2014-4-15,2261.4,2261.47,2225.67,2229.46,68218128,62599114752
2014-4-16,2223.47,2245.31,2221.14,2232.53,51678008,47770218496
2014-4-17,2238.78,2241.62,2221.95,2224.8,48333628,45096435712
2014-4-18,2215.87,2228.77,2203.05,2224.48,50757992,45709615104
2014-4-21,2209.93,2231.71,2186.76,2187.25,56278280,51856113664
2014-4-22,2184.02,2196.85,2165.07,2196.8,57094692,52351991808
2014-4-23,2191.23,2205.59,2187.38,2194.66,47763532,45191151616
2014-4-24,2192.77,2209.45,2186.76,2190.47,45058912,41927012352
2014-4-25,2195.81,2201.71,2167.63,2167.83,60245384,52092022784
2014-4-28,2165.77,2171.38,2132.68,2134.97,60485184,49998811136
2014-4-29,2134.4,2159.37,2131.78,2158.47,48204932,41550352384
2014-4-30,2158.76,2164.16,2153.12,2158.65,45334624,39493021696
2014-5-5,2152.59,2161.7,2131.23,2156.47,49344072,41470451712
2014-5-6,2151.38,2173.62,2150.11,2157.33,48086520,41486450688
2014-5-7,2151.47,2153.72,2136.99,2137.32,44607468,37751021568
2014-5-8,2132.04,2168.21,2128.32,2135.5,48332452,40729772032
2014-5-9,2138.84,2141.56,2120.6,2133.9,49181136,40242745344
2014-5-12,2150.31,2184.33,2139.48,2180.05,83472560,66275508224
2014-5-13,2180.06,2185.05,2167.77,2174.85,64912520,50241277952
2014-5-14,2175.09,2184.22,2169,2172.37,48514204,39214125056
2014-5-15,2169.28,2171.45,2142.34,2144.08,46734032,38938529792
2014-5-16,2143.92,2150.5,2132.18,2145.95,42253196,34987585536
2014-5-19,2139.36,2139.36,2105.71,2115.13,42893608,37135949824
2014-5-20,2124.71,2131.57,2110.72,2115.77,37299680,31576338432
2014-5-21,2106.76,2136.1,2096.51,2135.89,38946040,32246808576
2014-5-22,2134.09,2160.9,2128.86,2130.87,46252736,39227547648
2014-5-23,2130.77,2148.58,2128.65,2148.4,37623104,32420020224
2014-5-26,2161.88,2165.41,2147.45,2155.98,39550656,37788483584
2014-5-27,2154.39,2160.03,2145.75,2147.28,35897172,32374255616
2014-5-28,2147.47,2171.16,2142.01,2169.35,50056260,45627621376
2014-5-29,2171.26,2178.09,2154.91,2155.15,44891556,41076912128
2014-5-30,2156.37,2166.9,2146.22,2156.46,43923864,39769198592
2014-6-3,2157.63,2168.99,2149.29,2149.91,41982952,37906227200
2014-6-4,2149.4,2149.45,2117.31,2128.27,41817248,35607023616
2014-6-5,2126.61,2150.92,2123.52,2150.6,36477424,33050775552
2014-6-6,2149.21,2149.78,2123.98,2134.72,35738056,32415600640
2014-6-9,2128.22,2153.89,2126.66,2134.28,39311060,35326730240
2014-6-10,2138.66,2161.53,2132.45,2161.27,50507900,44416139264
2014-6-11,2156.14,2163.61,2152.08,2160.77,42563720,37311082496
2014-6-12,2156.76,2160.99,2148.4,2153.4,43025840,37252042752
2014-6-13,2150.99,2183.63,2150.57,2176.24,59252876,51765510144
2014-6-16,2176.43,2196.34,2174.28,2191.86,63296876,56904298496
2014-6-17,2185.67,2185.67,2168.43,2169.66,49933664,46244978688
2014-6-18,2169.25,2172.55,2158.5,2160.24,49463896,42538094592
2014-6-19,2161.42,2166.4,2119.5,2126.9,53162644,46029746176
2014-6-20,2124.96,2137.03,2120.81,2136.73,42393720,35425714176
2014-6-23,2137.92,2147.23,2132.45,2134.11,41179256,37112430592
2014-6-24,2131.68,2145.21,2130.29,2144.82,40164356,38778503168
2014-6-25,2141.73,2141.73,2126.03,2133.37,37666100,33809315840
2014-6-26,2135.15,2151.11,2134.88,2149.08,44351164,40601837568
2014-6-27,2146.37,2159.53,2138.92,2150.26,52722896,45525671936
2014-6-30,2152.31,2168.22,2152.31,2165.12,54304188,50277572608
2014-7-1,2169.2,2171.14,2157.12,2164.56,53323100,49936285696
2014-7-2,2164,2171.51,2155.61,2170.87,59685500,53273657344
2014-7-3,2169,2184.96,2164.84,2180.18,63690688,56024940544
2014-7-4,2180.43,2183.8,2174.07,2178.68,52851104,47990034432
2014-7-7,2178.55,2186.2,2171.08,2176.29,50242336,47663878144
2014-7-8,2174.83,2180.78,2163.36,2180.47,50743600,46017265664
2014-7-9,2178.13,2178.51,2148.26,2148.71,62022048,58980249600
2014-7-10,2146.6,2151.77,2139.52,2142.85,55732496,50931671040
2014-7-11,2136.32,2154.73,2134.8,2148.01,61374272,51551825920
2014-7-14,2149.54,2171.89,2145.28,2171.76,66158864,60467089408
2014-7-15,2170.09,2176.27,2165.21,2174.98,71815696,64304873472
2014-7-16,2172.82,2183.25,2166.77,2170.87,81560232,61126053888
2014-7-17,2166.83,2166.92,2147.08,2157.07,59453568,46354644992
2014-7-18,2147.65,2176.32,2145.45,2164.13,65473296,53758918656
2014-7-21,2164.22,2171.93,2158.96,2166.3,54172260,47731630080
2014-7-22,2162.43,2197.59,2162.24,2192.7,78542584,66806112256
2014-7-23,2191.38,2210.28,2190.55,2197.83,84213872,69177999360
2014-7-24,2199.83,2239.81,2199.83,2237.01,119435536,99964370944
2014-7-25,2243.07,2260.88,2239.07,2260.45,98972840,81994563584
2014-7-28,2272.37,2331.47,2272.37,2323.89,179869328,1.45E+11
2014-7-29,2326.04,2342.77,2316.22,2331.37,134269632,1.12E+11
2014-7-30,2324.68,2339.04,2316.06,2322.01,123022832,1.03E+11
2014-7-31,2321.97,2350.55,2316.58,2350.25,110987768,93135568896
2014-8-1,2341.23,2371.5,2328.97,2329.39,126317392,1.06E+11
2014-8-4,2336.62,2375.62,2332.13,2375.62,116713752,1.01E+11
2014-8-5,2376.8,2380.77,2353.8,2369.35,111861792,97906974720
2014-8-6,2358.21,2371.66,2334.33,2363.22,116341832,96681295872
2014-8-7,2363.61,2369.2,2326.27,2327.46,116729208,94254456832
2014-8-8,2329.17,2339.27,2319.29,2331.12,86739696,72605663232
2014-8-11,2338.01,2367,2337.01,2365.35,91601168,82973900800
2014-8-12,2361.16,2361.16,2344.72,2357.05,91822608,82973769728
2014-8-13,2358.46,2370.51,2335.68,2358.89,110447792,94185267200
2014-8-14,2357.2,2363.17,2334.08,2335.95,97969488,84251435008
2014-8-15,2337.99,2366.89,2333.12,2360.62,93592544,81888215040
2014-8-18,2366.27,2379.8,2361.2,2374.56,104509552,90148913152
2014-8-19,2378.88,2379.47,2358.97,2374.77,115850016,1.03E+11
2014-8-20,2371.64,2375.47,2360.84,2366.13,101288088,91374804992
2014-8-21,2365.73,2367.46,2333.3,2354.24,100690208,92192063488
2014-8-22,2352.32,2368.46,2350.99,2365.36,89823936,85642461184
2014-8-25,2367.02,2367.61,2338.46,2342.86,97373712,85182496768
2014-8-26,2339.6,2350.38,2317.17,2324.09,93844224,83135029248
2014-8-27,2323.79,2336.74,2322.87,2327.59,67676224,62448676864
2014-8-28,2328.06,2336.36,2309.63,2311.28,70490656,66195968000
2014-8-29,2317.3,2338.77,2313.26,2338.29,63211424,58359967744
2014-9-1,2340.91,2355.55,2338.53,2355.32,77320872,73362243584
2014-9-2,2359.86,2387.65,2349.95,2386.46,114436736,1.07E+11
2014-9-3,2389.68,2414.26,2389.67,2408.84,129734208,1.24E+11
2014-9-4,2411.92,2427.3,2404.08,2426.22,111272296,1.08E+11
2014-9-5,2433.16,2450.62,2427.99,2449.26,133551760,1.23E+11
2014-9-9,2452.23,2454.88,2437.08,2445.22,118194344,1.08E+11
2014-9-10,2435.59,2437.08,2422.64,2432.42,109175520,97472684032
2014-9-11,2430.67,2461.47,2417.27,2423.45,132982584,1.27E+11
2014-9-12,2418.75,2438.36,2412.62,2438.36,109160168,96625762304
2014-9-15,2433,2439.25,2418.96,2437.18,122247160,1.13E+11
2014-9-16,2440.34,2442.91,2386.98,2388.76,186742784,1.47E+11
2014-9-17,2395.36,2405.37,2379.09,2401.33,125269024,98039472128
2014-9-18,2396.37,2414.95,2389.62,2408.65,115926376,92105334784
2014-9-19,2409.31,2430.14,2402.31,2425.21,101813576,88221040640
2014-9-22,2419.33,2419.33,2374.11,2378.91,102240872,88958058496
2014-9-23,2379.52,2402.48,2379.52,2399.46,84033344,75463680000
2014-9-24,2391.41,2443.98,2387.07,2441.86,142713536,1.20E+11
2014-9-25,2453.41,2462.66,2429.59,2436.97,138661888,1.20E+11
2014-9-26,2430.81,2439.64,2420.5,2437.2,100299496,87757381632
2014-9-29,2443.9,2453.66,2435.61,2447.8,123401728,1.11E+11
2014-9-30,2452.16,2454.88,2444.2,2450.99,115804232,1.02E+11
2014-10-8,2460.87,2478.37,2445.27,2478.37,121953600,1.17E+11
2014-10-9,2480.2,2488.11,2461.11,2481.96,137923920,1.21E+11
2014-10-10,2472.1,2482.13,2457.67,2466.79,147634304,1.22E+11
2014-10-13,2457.4,2460.38,2430.55,2454.95,131593360,1.13E+11
2014-10-14,2451.09,2467.89,2436.34,2446.56,127393704,1.06E+11
2014-10-15,2444.54,2465.5,2431.18,2463.87,135801888,1.15E+11
2014-10-16,2448.97,2480.3,2441.82,2444.39,158166608,1.28E+11
2014-10-17,2443.22,2456.11,2410.39,2441.73,132759984,1.13E+11
2014-10-20,2448.45,2456.62,2441.89,2454.71,91435400,84843601920
2014-10-21,2453.4,2459.26,2432.55,2433.38,96241912,86622199808
2014-10-22,2434.88,2447.47,2417.56,2418.63,88656192,82251743232
2014-10-23,2415.43,2424.65,2392.53,2395.93,103491840,86045450240
2014-10-24,2397.85,2404.99,2385.73,2390.71,74974872,65601224704
2014-10-27,2377.54,2377.54,2361.67,2368.83,73862448,65956478976
2014-10-28,2373.15,2416.77,2373.15,2416.64,101523056,90529906688
2014-10-29,2423.81,2461.27,2415.7,2451.37,158584064,1.35E+11
2014-10-30,2450.36,2474.37,2443.76,2468.92,189626352,1.39E+11
2014-10-31,2473.5,2512.18,2466.5,2508.32,239172416,1.82E+11
2014-11-3,2515.82,2524.16,2502.06,2512.55,205801232,1.51E+11
2014-11-4,2511.04,2517.46,2498.61,2513.16,218247008,1.55E+11
2014-11-5,2516.87,2519.39,2499.23,2503.45,190491856,1.46E+11
2014-11-6,2505.16,2510.99,2482.98,2506.07,149651120,1.19E+11
2014-11-7,2508.77,2541.55,2489.41,2502.14,208760912,1.77E+11
2014-11-10,2529.83,2565.73,2514.71,2565.73,226599728,1.88E+11
2014-11-11,2578.43,2602.37,2532.57,2558.61,323711648,2.66E+11
2014-11-12,2545.39,2594.32,2539.6,2594.32,184686256,1.58E+11
2014-11-13,2597.38,2607.52,2567.46,2579.75,219815616,1.93E+11
2014-11-14,2569.21,2581.92,2557.66,2581.09,165049968,1.45E+11
2014-11-17,2613.51,2614.09,2565.93,2567.1,158478096,1.48E+11
2014-11-18,2565.27,2570.21,2534.92,2541.41,142941360,1.24E+11
2014-11-19,2538.23,2550.5,2531.32,2537.22,122146976,1.13E+11
2014-11-20,2528.78,2545.47,2522.84,2537.1,106149864,98145542144
2014-11-21,2537.54,2585.36,2530.03,2583.46,151028144,1.44E+11
2014-11-24,2614.15,2667.66,2602.93,2649.26,279839712,2.65E+11
2014-11-25,2650.09,2686.06,2643.84,2685.56,222611696,2.07E+11
2014-11-26,2695.26,2723.36,2690.31,2723.02,243962480,2.39E+11
2014-11-27,2737.03,2754.49,2718.7,2754.49,265464736,2.61E+11
2014-11-28,2753.92,2809.54,2740.37,2808.82,375323648,3.30E+11
2014-12-1,2825.61,2855.33,2808.64,2819.81,365487424,3.39E+11
2014-12-2,2807.34,2944.51,2804.29,2923.93,361465312,3.41E+11
2014-12-3,2936.12,3028.23,2912.25,2967.55,466156672,4.65E+11
2014-12-4,2975.39,3104.88,2968.87,3104.35,426812928,4.34E+11
2014-12-5,3143.97,3195.8,3011.93,3124.88,524881248,5.54E+11
2014-12-8,3108.27,3270.87,3075.7,3252.87,484462336,5.16E+11
2014-12-9,3233.1,3387.83,3074.52,3106.9,632874560,7.02E+11
2014-12-10,3120.21,3229.05,3058.18,3221.55,425018720,4.77E+11
2014-12-11,3185.15,3254.41,3158.43,3183.01,367091680,3.93E+11
2014-12-12,3182.91,3239.45,3167.92,3193.23,301065312,3.38E+11
2014-12-15,3176.83,3226.22,3143.3,3217.23,290193824,3.27E+11
2014-12-16,3221.36,3303.39,3207.68,3303.39,358123840,4.26E+11
2014-12-17,3325.82,3368.18,3275.74,3360.6,448140768,5.28E+11
2014-12-18,3359.09,3393.71,3322.23,3345.92,355970208,4.16E+11
2014-12-19,3345.62,3397.17,3280.91,3383.16,411211584,4.36E+11
2014-12-22,3396.25,3455.21,3357.65,3394.48,549801664,5.37E+11
2014-12-23,3358.8,3431.78,3316.9,3324.91,369736096,3.77E+11
2014-12-24,3332.14,3340.36,3188.5,3230.38,317449600,3.39E+11
2014-12-25,3254.48,3335.78,3226.32,3335.41,309799552,3.30E+11
2014-12-26,3343.63,3453.34,3335.01,3445.84,384614112,4.39E+11
2014-12-29,3502.17,3524.28,3405.84,3455.46,425015040,5.05E+11
2014-12-30,3450.81,3482.52,3422.16,3476.43,259308624,3.15E+11
2014-12-31,3462.38,3542.34,3452.5,3533.71,345934752,4.04E+11
2015-1-5,3566.09,3669.04,3551.51,3641.54,451198112,5.20E+11
2015-1-6,3608.42,3683.23,3587.23,3641.06,420962176,4.99E+11
2015-1-7,3620.91,3671.18,3601.7,3643.79,320191232,3.99E+11
2015-1-8,3650.07,3659.95,3552.1,3559.26,295003040,3.56E+11
2015-1-9,3547.57,3689.75,3536.39,3546.72,349982656,4.30E+11
2015-1-12,3531.52,3560.53,3461.32,3513.58,266567168,3.34E+11
2015-1-13,3506.45,3550.15,3494.77,3514.04,187153968,2.51E+11
2015-1-14,3522.9,3547.24,3471.56,3502.41,196012512,2.41E+11
2015-1-15,3501.72,3604.12,3482.27,3604.12,237812336,3.03E+11
2015-1-16,3616.25,3662.15,3601.26,3635.14,282681600,3.56E+11
2015-1-19,3414.01,3497.25,3330.98,3355.15,329505280,3.66E+11
2015-1-20,3336.79,3419.2,3325.67,3396.22,297843232,3.82E+11
2015-1-21,3420.49,3557.79,3409.42,3548.88,337928224,4.25E+11
2015-1-22,3551.05,3576.76,3520.05,3567.61,268853600,3.45E+11
2015-1-23,3582.09,3627.81,3548.62,3571.73,280172160,3.62E+11
2015-1-26,3580.12,3611.62,3559.37,3607.99,239766208,3.10E+11
2015-1-27,3614.04,3616.26,3510.02,3574.92,287669184,3.58E+11
2015-1-28,3547.24,3583.31,3512.38,3525.32,216220208,2.79E+11
2015-1-29,3474.91,3505.58,3453.89,3481.8,211618864,2.52E+11
2015-1-30,3496.88,3514.22,3431.93,3434.38,196479152,2.37E+11
2015-2-2,3360.18,3407.26,3347.09,3353.96,195183696,2.25E+11
2015-2-3,3388.6,3441.71,3360.72,3437.45,192846096,2.41E+11
2015-2-4,3446.13,3476.82,3399.57,3401.77,191304352,2.44E+11
2015-2-5,3487.95,3487.95,3366.86,3366.95,250430608,3.12E+11
2015-2-6,3352.33,3374.05,3285.93,3312.41,192664192,2.21E+11
2015-2-9,3305.73,3376.53,3298.6,3345.91,172353824,2.21E+11
2015-2-10,3345.08,3407.17,3339.55,3406.93,159309088,1.99E+11
2015-2-11,3415.98,3445.65,3412.13,3434.12,144613776,1.86E+11
2015-2-12,3435.36,3453.58,3405.62,3442.87,156081696,1.91E+11
2015-2-13,3458.83,3509.51,3452.08,3469.83,201089968,2.47E+11
2015-2-16,3473.29,3504.48,3466.61,3499.48,165641344,2.23E+11
2015-2-17,3511.54,3536.82,3511.09,3522.32,165328320,2.14E+11
2015-2-25,3529.55,3529.55,3463.96,3478.73,165539344,2.12E+11
2015-2-26,3473.71,3569.33,3456.87,3566.3,229328432,2.80E+11
2015-2-27,3565.23,3594.81,3560.46,3572.84,222786432,2.72E+11
2015-3-2,3603.45,3608.68,3566.53,3601.27,248176128,3.25E+11
2015-3-3,3579.32,3579.32,3504.2,3507.89,261866496,3.36E+11
2015-3-4,3514.66,3540.9,3497.16,3530.82,199663984,2.57E+11
2015-3-5,3513.25,3517.08,3467.67,3496.34,217508800,2.79E+11
2015-3-6,3501.17,3516.24,3472.38,3478.52,181518048,2.33E+11
2015-3-9,3449.7,3546.71,3417.49,3537.75,233940416,2.78E+11
2015-3-10,3523.63,3551.21,3511.99,3520.61,194267664,2.45E+11
2015-3-11,3524.58,3568.91,3512.22,3524.64,188947824,2.36E+11
2015-3-12,3557.68,3603.34,3536.53,3592.84,265664624,3.22E+11
2015-3-13,3604.66,3641.38,3594.74,3617.65,246864768,2.97E+11
2015-3-16,3641.77,3705.74,3621.12,3705.66,275438304,3.58E+11
2015-3-17,3733.96,3762.58,3716.81,3757.12,371625664,4.55E+11
2015-3-18,3769.09,3846.06,3763.85,3846.06,415190016,4.84E+11
2015-3-19,3851.25,3859.12,3809.71,3839.74,391547616,4.63E+11
2015-3-20,3852.49,3916.86,3832.41,3892.57,401817536,5.44E+11
2015-3-23,3923.08,3972.3,3922.21,3972.06,391119936,5.20E+11
2015-3-24,3980.07,3989.86,3883.78,3973.05,468581312,5.91E+11
2015-3-25,3961.58,3980.72,3913.99,3940.4,379968864,5.02E+11
2015-3-26,3921.75,3992,3892.87,3950,346756320,4.69E+11
2015-3-27,3957.54,3993.03,3932.87,3971.7,298756064,3.93E+11
2015-3-30,3999.02,4101.64,3999.02,4088.17,428297024,5.46E+11
2015-3-31,4138.89,4166.02,4037.77,4051.2,436065632,5.98E+11
2015-4-1,4057.5,4139.5,4046.93,4123.89,329512864,4.67E+11
2015-4-2,4149.95,4156.83,4068.64,4124.77,339070496,4.77E+11
2015-4-3,4104.66,4170.56,4092.37,4170.54,321303776,4.67E+11
2015-4-7,4213.89,4260.47,4197.02,4260.04,415362656,5.65E+11
2015-4-8,4277.45,4304.77,4204.83,4295.79,458676704,6.58E+11
2015-4-9,4316.96,4332.16,4212.6,4262.14,439699904,6.50E+11
2015-4-10,4249.37,4351.68,4231.2,4344.41,348190176,5.09E+11
2015-4-13,4394.04,4432.02,4361.58,4421.06,434153024,5.99E+11
2015-4-14,4432.12,4474.35,4385.91,4438.18,434432128,6.02E+11
2015-4-15,4439.31,4476,4379.6,4380.5,472154144,5.97E+11
2015-4-16,4355.49,4513.77,4335.62,4513.54,422603744,5.65E+11
2015-4-17,4578.68,4630.27,4553.89,4596.14,552802688,7.34E+11
2015-4-20,4615.02,4671.16,4492.6,4521.91,686439040,9.39E+11
2015-4-21,4520.46,4620.06,4504.56,4619.16,490314976,6.85E+11
2015-4-22,4637.06,4740.93,4632.58,4739.81,516213792,7.70E+11
2015-4-23,4764.48,4782.04,4693.97,4740.89,497430944,7.52E+11
2015-4-24,4682.62,4730.43,4618.31,4702.64,480152928,7.21E+11
2015-4-27,4753.87,4810.48,4735.31,4807.58,513076544,7.66E+11
2015-4-28,4811.31,4839.08,4703.56,4741.85,608638528,8.60E+11
2015-4-29,4722.89,4797.93,4695.79,4774.33,395056992,6.02E+11
2015-4-30,4788.41,4818.73,4749.48,4749.89,399727456,6.13E+11
2015-5-4,4757.64,4795.91,4699.39,4787.74,377843840,5.65E+11
2015-5-5,4785.18,4785.18,4572.98,4596.83,460419616,6.60E+11
2015-5-6,4626.23,4700.91,4511.75,4553.33,376073696,5.86E+11
2015-5-7,4520.81,4546.33,4467.46,4470.08,297759200,4.27E+11
2015-5-8,4515.54,4559.06,4445.58,4558.39,302407968,4.52E+11
2015-5-11,4582.08,4690.95,4535.14,4690.52,373838432,5.83E+11
2015-5-12,4692.12,4748,4660.02,4747.41,377053888,6.07E+11
2015-5-13,4746.71,4758,4678.85,4718.43,370730432,5.90E+11
2015-5-14,4717.96,4735.27,4670.16,4700.77,337725152,5.13E+11
2015-5-15,4690.75,4690.75,4592.04,4617.47,328431168,5.07E+11
2015-5-18,4582.06,4623.37,4565.06,4575.14,269180480,4.34E+11
2015-5-19,4577.64,4740,4577.64,4731.22,314785952,5.24E+11
2015-5-20,4751.56,4843.1,4745.21,4754.91,363180736,5.90E+11
2015-5-21,4768.68,4841.6,4746.02,4840.98,305054528,5.05E+11
2015-5-22,4895.91,4951.99,4870.6,4951.33,455846720,7.19E+11
2015-5-25,4949.1,5099.83,4949.1,5099.49,465736576,7.57E+11
2015-5-26,5140.79,5199.29,5063.14,5198.91,487949344,8.02E+11
2015-5-27,5216.16,5226.83,5126.85,5181.43,470798720,7.78E+11
2015-5-28,5174.1,5213.18,4831.33,4834,571829056,8.73E+11
2015-5-29,4839.52,4924.29,4665.52,4840.83,427878848,6.36E+11
2015-6-1,4862.75,5079.31,4835.77,5076.18,417503744,6.38E+11
2015-6-2,5091.27,5162.56,5047.08,5161.87,412973184,6.58E+11
2015-6-3,5176.6,5186.97,5059.49,5143.58,414258272,6.72E+11
2015-6-4,5156,5194.23,4863.47,5181.41,482767264,7.35E+11
2015-6-5,5254.91,5288.33,5104.18,5230.54,545961216,8.55E+11
2015-6-8,5259.41,5370.6,5202.58,5353.75,637313216,9.49E+11
2015-6-9,5379.47,5380.43,5251.21,5317.46,570427264,8.71E+11
2015-6-10,5254.29,5374.83,5209.68,5309.1,442165664,7.12E+11
2015-6-11,5305.14,5329.29,5248.16,5306.58,392338752,6.61E+11
2015-6-12,5329.27,5351.64,5283.08,5335.12,430131392,6.94E+11
2015-6-15,5354,5362.45,5207.31,5221.16,475745696,7.66E+11
2015-6-16,5165.02,5204.29,5015.25,5064.81,411675648,6.52E+11
2015-6-17,5072.31,5158.37,4949.29,5138.83,397124192,5.90E+11
2015-6-18,5107.68,5121.22,4926.43,4930.54,364395808,5.56E+11
2015-6-19,4847.06,4910.45,4634.68,4637.04,358104736,5.20E+11
2015-6-23,4641.41,4786.96,4455.33,4786.08,365087936,5.37E+11
2015-6-24,4811.58,4883.73,4744.31,4880.12,434638720,6.15E+11
2015-6-25,4906.24,4919.25,4667.22,4706.52,446135968,6.40E+11
2015-6-26,4573.87,4650.18,4278.68,4336.18,446639776,6.13E+11
